Name,Question,Institution,gender,Confidence,Medianconf,Vote,Median,Qtext,Comment
Agnès Bénassy-Quéré,17,Paris School of Economics,f,2,6,Uncertain,Uncertain,"Question B: Appropriately managed corporations could create significantly greater value than they currently do for a range of stakeholders – including workers, suppliers, customers and community members – with small impacts on shareholder value.",Probably not at short horizon. More uncertain at longer horizons.
Agnès Bénassy-Quéré,18,Paris School of Economics,f,6,6,Agree,Disagree,"Question C:
Effective mechanisms for boards of directors to ensure that CEOs act in ways that balance the interests of all stakeholders would be straightforward to introduce.",
Agnès Bénassy-Quéré,19,Paris School of Economics,f,8,7,Strongly Agree,Agree,Question A: Rising inequality is straining the health of liberal democracy.,
Agnès Bénassy-Quéré,20,Paris School of Economics,f,5,7,Uncertain,Uncertain,Question B: Enacting more redistributive expenditures and policies would be likely to limit the rise of populism in Europe.,No general answer. Depends on the country. Sometimes better schooling or better targeted transfers rather than more transfers is required.
Agnès Bénassy-Quéré,21,Paris School of Economics,f,8,7,Disagree,Agree,"Question C: European governments should allocate more resources to policies that would be likely to limit the rise of populism in Europe, even if it means higher public debt or lower public spending in other areas.",Redistribution between living generations should not be financed by debt.
Agnès Bénassy-Quéré,22,Paris School of Economics,f,4,7,Agree,Uncertain,"Question A: At this point, there is little that the European Central Bank can do to increase or maintain output in the Eurozone.",
Agnès Bénassy-Quéré,23,Paris School of Economics,f,10,7,Strongly Agree,Agree,"Question B: When the economy is operating below its potential, larger fiscal deficits are likely to increase demand and output.",The problem is to calculate the potential.
Agnès Bénassy-Quéré,24,Paris School of Economics,f,5,7,Agree,Uncertain,"Question C: When the economy is operating below its potential and monetary policy is at the effective lower bound, fiscal policy should prioritize increasing output over decreasing public debt.",To the extent that the government can borrow at fixed long term rate
Agnès Bénassy-Quéré,25,Paris School of Economics,f,8,8,Agree,Agree,Question A: Selecting candidates for membership of the ECB Executive Board based primarily on nationality ahead of competence is likely to have a negative effect on the quality of monetary policy in the Eurozone.,
Agnès Bénassy-Quéré,26,Paris School of Economics,f,8,8,Agree,Agree,"Question B: Although the central bank can never be an entirely technocratic institution, the selection process for the ECB President and members of the Executive Board is significantly worsened by intergovernmental trade-offs involving appointments to other European institutions.",
Agnès Bénassy-Quéré,27,Paris School of Economics,f,3,5,Uncertain,Disagree,"On bids for infrastructure projects, the average European would be better off if Europe’s governments favored European firms over Chinese firms (or firms from any other country with non-profit-related geopolitical strategies) — even if it means sometimes choosing a higher-cost bidder.",Probably not in the short term. More uncertain in the longer term due to scale/lock-in effectssecurity issues. Depends on the sector.
Agnès Bénassy-Quéré,28,Paris School of Economics,f,10,8,Strongly Agree,Agree,Question A: Breaking the “doom loop” — a negative spiral that can result when banks hold sovereign bonds and governments bail out banks — would increase the stability of European economies in the event of another financial crisis.,Not least because it would ease the ability of the ECB to fully play its role of a lender of last resort.
Agnès Bénassy-Quéré,29,Paris School of Economics,f,10,8,Disagree,Agree,Question B: Regulators should try to break the doom loop by assigning positive risk weights — in calculating banks’ capital requirements — to banks’ holdings of domestic and other Eurozone sovereign bonds.,Concentration charges would be more adequate to avoid triggering a crisis in the short term.
Agnès Bénassy-Quéré,30,Paris School of Economics,f,5,8,Agree,Uncertain,Question C: Breaking the doom loop would impose substantial costs on powerful political constituencies.,
Agnès Bénassy-Quéré,31,Paris School of Economics,f,5,5,Uncertain,Disagree,"Residents of big European cities would be better off, on balance, if governments did more to counter gentrification, for example by using rent and other housing subsidies, public housing investments, zoning regulations, or similar policies.",Difficult in practice since housing subsidies may be captured while public housing may end up crowding out the middle class.
Agnès Bénassy-Quéré,32,Paris School of Economics,f,9,8,Strongly Agree,Agree,"Question A: A common European deposit insurance scheme, once fully implemented, would increase the stability of European economies in the event of another financial crisis.",
Agnès Bénassy-Quéré,33,Paris School of Economics,f,9,8,Strongly Disagree,Strongly Disagree,"Question B: A common European deposit insurance scheme, once fully implemented, would increase the likelihood of another financial crisis in Europe.",
Agnès Bénassy-Quéré,34,Paris School of Economics,f,5,5,Agree,Uncertain,"Question A: Overall, public spending on the arts in Europe creates benefits that exceed the deadweight loss caused by taxation to fund it.",
Agnès Bénassy-Quéré,35,Paris School of Economics,f,5,5,Disagree,Uncertain,Question B: Additional public spending on the arts in Europe would create incremental benefits that exceed the deadweight loss caused by taxation to fund it.,
Agnès Bénassy-Quéré,36,Paris School of Economics,f,7,7,Disagree,Disagree,"Question A: The average European is better off if Europe’s competition authorities let firms merge into European champions in their sectors, even it weakens competition.","Less competition in upstream industries may reduce competitiveness in other sectors, on top of directly reducing purchasing power."
Agnès Bénassy-Quéré,37,Paris School of Economics,f,5,6,Uncertain,Disagree,"Question B: If China and other countries use policies that create giant international firms, then the average European is better off if Europe's competition authorities let firms merge into European champions in their sectors, even it weakens competition.",The eu should rather uses wto tools more intensively.
Agnès Bénassy-Quéré,38,Paris School of Economics,f,5,5,Agree,Uncertain,Question A: Letting publicly traded European firms report earnings annually rather than quarterly would lead their executives to place more weight on long-term issues in their investments and other decisions.,
Agnès Bénassy-Quéré,39,Paris School of Economics,f,5,5,Uncertain,Uncertain,"Question B: A switch from quarterly to annual earnings reports would, on net, benefit shareholders of European firms.",Depends on their time horizon.
Agnès Bénassy-Quéré,40,Paris School of Economics,f,1,5,Uncertain,Disagree,"Question A: To the extent that public corporations pursue social and environmental initiatives, they tend to achieve higher risk-adjusted (private) returns than otherwise similar corporations that pursue such initiatives less.",It probably depends on the investment horizon.
Agnès Bénassy-Quéré,41,Paris School of Economics,f,6,5,Agree,Agree,Question B: To the extent that Norway’s global government pension fund makes investments for social and environmental objectives — apart from investments that would bring the highest expected risk-adjusted returns — it improves the welfare of Norwegians.,The fund has a long horizon.
Agnès Bénassy-Quéré,42,Paris School of Economics,f,5,6,Uncertain,Uncertain,Question A: The fiscal rules of the European Union should give more flexibility to member countries.,More flexibility in the sense of more leeway for counter-cyclical policies; not in the sense of an ever rising debt nor even more complexity
Agnès Bénassy-Quéré,43,Paris School of Economics,f,8,7,Disagree,Agree,Question B: The Italian budget for 2019 that the European Commission rejected in October would have increased Italy’s risk of fiscal insolvency substantially.,The problem is not the deficit of 2019 but its use and the lack of commitment for the future.
Agnès Bénassy-Quéré,44,Paris School of Economics,f,10,6,Strongly Disagree,Disagree,"Question C: If France runs a 2019 budget deficit of around 3.4% of GDP, as announced by President Macron’s government, France’s risk of fiscal insolvency will increase substantially.",Due to double counting the deficit is inflated by 0.9pp and France has no problem of market access. But commitment to adjust necessary.
Agnès Bénassy-Quéré,45,Paris School of Economics,f,8,7,Strongly Agree,Uncertain,"Question A: Capping the number of ride-sharing drivers as is being discussed in New York City, Chicago and London will make the average resident in that city worse off.",
Agnès Bénassy-Quéré,46,Paris School of Economics,f,8,8,Agree,Agree,"Question B:
To achieve a given level of congestion, it would be better to use taxes for driving that vary based on the level of congestion, rather than limiting the number of ride-sharing vehicles.",
Agnès Bénassy-Quéré,47,Paris School of Economics,f,5,6,Agree,Uncertain,People who migrated to Europe between 2015 and 2018 are likely — over the next two decades — to contribute more in taxes paid than they receive in benefits and public services.,A bit less sure for refugees than for economic migrants
Agnès Bénassy-Quéré,48,Paris School of Economics,f,1,7,Uncertain,Agree,"Ideas are nonrival, so increasing returns to scale is an essential feature of technological change in a market economy.",I am not sure this is just due to ideas being non-rival.
Agnès Bénassy-Quéré,49,Paris School of Economics,f,NA,7,No Opinion,Agree,Voters overestimate the effect that current governments have on their economies’ concurrent economic performance.,
Agnès Bénassy-Quéré,50,Paris School of Economics,f,7,5,Agree,Disagree,"Over the next decade, autonomous cars will raise average welfare in the EU by at least as much as smartphones have over the past decade.","The impact of smartphone is much debated, so doing at least as well is not a very big deal."
Agnès Bénassy-Quéré,51,Paris School of Economics,f,3,8,Agree,Agree,"Britain’s Labour party recently proposed giving the Bank of England a target of 3% annual labor productivity growth. Consider the following statement:
Central banks cannot significantly increase productivity growth over a ten year horizon, except perhaps by promoting macroeconomic stability.",Recent studies have suggested a link between monetary conditions and productivity growth. However this is still much discussed.
Agnès Bénassy-Quéré,52,Paris School of Economics,f,8,5,Agree,Uncertain,"Question A: The European Commission has proposed new rules to ensure that “digital business activities are taxed in a fair and growth-friendly way in the EU”. Consider two statements regarding this proposal:
An EU-wide 3% tax on revenue from digital activities would, on balance, be a good idea.","Probably not the first best, but a witholding tax could help restoring fair competition."
Agnès Bénassy-Quéré,53,Paris School of Economics,f,5,5,Uncertain,Uncertain,"Question B:
If the EU decides to tax digital service providers, it would be better — given the difficulties of measuring and verifying digital activity — to tax them on the revenue, rather than the profits, that they generate locally.",Profit is even more difficult to localize than revenue.
Agnès Bénassy-Quéré,54,Paris School of Economics,f,5,6,Strongly Disagree,Strongly Disagree,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets.",Many European firms have been targeted.
Agnès Bénassy-Quéré,55,Paris School of Economics,f,8,8,Agree,Agree,"Question A: Trade with China makes most Europeans better off because, among other advantages, they can buy goods that are made or assembled more cheaply in China.",
Agnès Bénassy-Quéré,56,Paris School of Economics,f,10,7,Strongly Agree,Agree,"Question B: Some Europeans who work in the production of competing goods, such as clothing and furniture, are made worse off by trade with China.",
Agnès Bénassy-Quéré,57,Paris School of Economics,f,8,7,Disagree,Strongly Disagree,"Question C: If the EU followed the new US steel tariffs by imposing similar EU tariffs on steel from China, it would improve Europeans’ welfare.",
Agnès Bénassy-Quéré,58,Paris School of Economics,f,6,6,Disagree,Uncertain,"Question A: Assuming it exits its third bailout program this summer without an immediate restructuring or other debt relief, Greece is unlikely to default on its sovereign debt in the coming decade.","It would probably be later, given the maturity of the debt."
Agnès Bénassy-Quéré,59,Paris School of Economics,f,5,7,Disagree,Disagree,Question B: Greece would be better off if it had decided to exit the euro between 2011 and 2015.,"Posted an external deficit along the crisis, thanks to emergency assistance and Target inflows. Alone, it would have lost more purch power."
Agnès Bénassy-Quéré,60,Paris School of Economics,f,8,7,Strongly Agree,Agree,"Question C: If Greece had defaulted on (or restructured) its private debt in 2010, while also staying within the euro, that combination would have been better for Greece than either exiting the euro or proceeding as it has actually done.",
Agnès Bénassy-Quéré,61,Paris School of Economics,f,9,7,Agree,Disagree,Question A: Bitcoins are more similar to gold than they are to currency.,Except that you cannot make nice necklaces with bitcoins.
Agnès Bénassy-Quéré,62,Paris School of Economics,f,2,6,Disagree,Disagree,Question B: Bitcoins are more similar to gold than they are to Dutch tulips in the 1630s.,
Agnès Bénassy-Quéré,63,Paris School of Economics,f,8,6,Agree,Uncertain,"The US spends roughly 17% of GDP on healthcare, according to the OECD; most European countries spend less than 12% of GDP.

Higher quality-adjusted US healthcare prices contribute relatively more to the extra US spending than does the combination of higher quantity and quality of US care (interpreting quantity and quality to reflect both greater American healthcare needs due to underlying population health and the delivery of more or better healthcare services to Americans).",
Agnès Bénassy-Quéré,64,Paris School of Economics,f,6,7,Agree,Agree,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",
Agnès Bénassy-Quéré,65,Paris School of Economics,f,8,6,Disagree,Disagree,"Question A: Holding other policies fixed, the average European would be better off if every European country taxed corporate profits at a rate of 20% (based as closely as possible on a common definition of profits).","Economic geography would argue for some rate diversity, possibly with a floor."
Agnès Bénassy-Quéré,66,Paris School of Economics,f,8,6,Disagree,Strongly Disagree,"Question B: If other policies were held fixed and every European country taxed corporate profits at a common rate of 20%, then reducing that common rate substantially below 20% would make the average European better off.",
Agnès Bénassy-Quéré,67,Paris School of Economics,f,NA,5,No Opinion,Uncertain,"Question A: All else equal, if corporations throughout Europe set quotas for a minimum number of women board members, the shareholder value of European companies would increase.",I think there are already quotas in a number of countries.
Agnès Bénassy-Quéré,68,Paris School of Economics,f,1,5,Uncertain,Uncertain,"Question B: Taking into account the likely effects on investments in human capital by men and women, setting quotas throughout Europe for a minimum number of women board members would generate substantial net benefits for Europeans.",
Agnès Bénassy-Quéré,69,Paris School of Economics,f,7,6,Disagree,Disagree,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount.","Subsidies need to be financed through taxing other tax bases, with new distortions. Better to stick with the polluter-payer principle."
Agnès Bénassy-Quéré,70,Paris School of Economics,f,7,5,Disagree,Disagree,Question B: Germany’s solar-energy subsidies to date have produced net social benefits for Germany.,Quite inefficient policy. Coal plants are still alive. Cost passed on households.
Agnès Bénassy-Quéré,71,Paris School of Economics,f,7,5,Disagree,Uncertain,Question C: Solar-energy subsidies to date in Germany and other countries have produced net social benefits for the world.,The problem is less solar-energy subsidies than the phasing out of nuclear power.
Agnès Bénassy-Quéré,72,Paris School of Economics,f,5,8,Agree,Agree,"Insights from psychology about individual behavior – examples of which include limited rationality, low self-control, or a taste for fairness – predict several important types of observed market outcomes that fully-rational economic models do not.",
Agnès Bénassy-Quéré,73,Paris School of Economics,f,3,6,Uncertain,Uncertain,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.,I think it will take more than a decade for the net economic benefits to appear.
Agnès Bénassy-Quéré,74,Paris School of Economics,f,7,6,Agree,Uncertain,"Question A: Holding labor market institutions and job training fixed, rising use of robots and artificial intelligence is likely to increase substantially the number of workers in advanced countries who are unemployed for long periods.",
Agnès Bénassy-Quéré,75,Paris School of Economics,f,7,6,Agree,Agree,Question B: Rising use of robots and artificial intelligence in advanced countries is likely to create benefits large enough that they could be used to compensate those workers who are substantially negatively affected for their lost wages.,"In theory yes. However the workers want jobs, not transfers. Very difficult during the transition."
Agnès Bénassy-Quéré,76,Paris School of Economics,f,6,6,Disagree,Uncertain,"Question A: Consumers will be better off, on balance, if European cities treat firms that provide ride-sharing platforms (such as Uber) as substantively different from taxi firms, and thus not necessarily warranting the same regulation.",Taxi regulation could be adjusted to the new business model; a level playing field is needed.
Agnès Bénassy-Quéré,77,Paris School of Economics,f,6,7,Disagree,Agree,"Question B: Assuming that taxi and ride-sharing companies were treated as substantively similar — including requirements that they operate on an equal footing regarding safety, insurance and taxation — letting ride-sharing services compete without restrictions on prices or routes would raise consumer welfare.",Ride-sharing platforms need to be regulated to avoid monopoly power related to large network effects.
Agnès Bénassy-Quéré,78,Paris School of Economics,f,6,7,Agree,Agree,"Question C: Regardless of how ride-sharing services are treated, existing regulations for traditional taxi firms in many European cities harm consumers by limiting competition.",
Agnès Bénassy-Quéré,79,Paris School of Economics,f,10,7,Strongly Agree,Agree,"Question A: Revising France’s labor market policies — by reducing employment protection, decentralizing labor negotiations to the firm level, and making training programs more accessible and responsive to labor demands — would, all else equal, increase productivity in France’s economy.","The extensive margin of productivity growth is relatively poor in France + the training system is very unequal, both for youth and adults."
Agnès Bénassy-Quéré,80,Paris School of Economics,f,5,7,Uncertain,Agree,Question B: Reducing employment protection would reduce the equilibrium unemployment rate in France.,It would reduce employment inequalities but maybe not the aggregate unemployment rate which depends also on a better matching process.
Agnès Bénassy-Quéré,81,Paris School of Economics,f,6,7,Agree,Agree,Question A: The ECB's asset purchases over the past two years have reduced the threat of deflation in the euro area as a whole.,
Agnès Bénassy-Quéré,82,Paris School of Economics,f,5,6,Agree,Uncertain,"Question B: If the economic outlook in the euro area becomes less favorable, then increasing the ECB's asset purchase program (in size or duration) would substantially increase the euro area's economic growth over the following five years.",The key issue is to maintain nominal interest rates below nominal growth during a certain period.
Agnès Bénassy-Quéré,83,Paris School of Economics,f,9,9,Strongly Agree,Strongly Agree,"In general, absent any inside information, an equity investor can expect to do better by holding a well-diversified, low-fee, passive index fund than by holding a few stocks.",
Agnès Bénassy-Quéré,84,Paris School of Economics,f,8,7,Strongly Agree,Agree,"Question A: Without changes in policy, a rising share of people who are over age 65 will exert a substantial downward influence on per capita real GDP in western European countries.",
Agnès Bénassy-Quéré,85,Paris School of Economics,f,8,8,Strongly Agree,Agree,"Question B: In European countries where the share of those over 65 is rising, there are net social benefits to adjusting retirement ages for state-financed (including pay-as-you-go) pension systems upwards, so that revised retirement ages better reflect longer life expectancies.",
Agnès Bénassy-Quéré,86,Paris School of Economics,f,7,7,Agree,Agree,"Question A: All else equal, there are substantial advantages to having much of Europe’s human capital and infrastructure for international financial activity clustered in a single city, as they are at present in London.","There are economies of scale, but concentration also increases the risks related to size and possible collusion."
Agnès Bénassy-Quéré,87,Paris School of Economics,f,4,7,Agree,Agree,"Question B: All else equal, Britain’s rules on hiring, firing and working hours are significantly more conducive to financial activity than those in other large European countries.",Differences in labour flexibility are less marked for executives. Other factors are also important for the location of financial activity.
Agnès Bénassy-Quéré,88,Paris School of Economics,f,7,7,Agree,Agree,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks.","Some public recapitalization is actually needed, although maybe as much as 2.5% of GDP, and not outside EU rules."
Agnès Bénassy-Quéré,89,Paris School of Economics,f,9,8,Agree,Agree,"Question B: If Italy were to inject public funds into its banks without imposing losses on at least some claimants, an important cost would be the effect on future incentives (economic or political) in Europe.","In practice it is not possible to move directly from a bail out to a bail in regime, but at least the direction should be made clear."
Agnès Bénassy-Quéré,90,Paris School of Economics,f,8,8,Agree,Strongly Agree,"On the whole, the shift from state to private ownership of many industrial assets in central and eastern European countries after communism has increased productivity in those countries.",Only after several years of depression.
Agnès Bénassy-Quéré,91,Paris School of Economics,f,9,8,Strongly Agree,Agree,Question A: Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Existing studies conclude to higher GDP and net tax receipts in immigration countries.
Agnès Bénassy-Quéré,92,Paris School of Economics,f,7,6,Uncertain,Disagree,Question B: Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Some countries have failed to carry out the needed solcial investment and/or to compensate the losers.
Agnès Bénassy-Quéré,93,Paris School of Economics,f,8,8,Strongly Agree,Strongly Agree,Question A: Freer movement of goods and services across borders within Europe has made the average western European citizen better off since the 1980s.,"Although there is no counter-factual, many studies suggest that European integration has increased average GDP per capita."
Agnès Bénassy-Quéré,94,Paris School of Economics,f,8,7,Disagree,Disagree,Question B: Freer movement of goods and services across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,"In most Western EU countries, inequalities of disposable income have not increased at least up to the crisis."
Agnès Bénassy-Quéré,95,Paris School of Economics,f,6,8,Uncertain,Strongly Agree,"In general, using more congestion charges in crowded transportation networks — such as higher tolls during peak travel times in cities, and peak fees for airplane takeoff and landing slots — and using the proceeds to lower other taxes would make citizens on average better off.",The citizens would likely be better off if the congestion charges were used to invest in public transportation.
Agnès Bénassy-Quéré,96,Paris School of Economics,f,8,6,Disagree,Uncertain,Question A: Giving tax incentives to specific firms to locate operations in a country typically generates domestic benefits that outweigh the costs to the country providing the incentives.,Even in distressed areas this kind of policy gets poor results.
Agnès Bénassy-Quéré,97,Paris School of Economics,f,9,7,Disagree,Disagree,Question B: Europe as a whole benefits when European cities or countries compete with each other by giving tax incentives to firms to locate operations in their jurisdictions.,Tax competition cannot be welfare enhancing as long as it is distorted (e.g. due to profit shifting).
Agnès Bénassy-Quéré,98,Paris School of Economics,f,9,8,Strongly Agree,Agree,"Question A: Because of the Brexit vote's outcome, the UK's real per-capita income level is likely to be lower a decade from now than it would have been otherwise.",
Agnès Bénassy-Quéré,99,Paris School of Economics,f,9,7,Strongly Agree,Agree,"Question B: Because of the Brexit vote's outcome, the rest of the EU's real per-capita income level is likely to be lower a decade from now than it would have been otherwise.","The impact on the EU is likely to be less than that on the UK, except if Brexit is the beginning of a progressive breakup of the EU."
Antoinette Schoar,1,MIT,f,NA,7,Did Not Answer,Agree,"Question A: Germany's current account surplus is undesirable even from a purely German viewpoint: the country would be better off if, for example, it ran a smaller primary surplus, in turn leading to a smaller current account surplus.",
Antoinette Schoar,2,MIT,f,NA,7,Did Not Answer,Agree,"Question B: The Eurozone would be in better shape if fiscal policy were more expansionary, which would allow monetary policy to be slightly less so.",
Antoinette Schoar,3,MIT,f,NA,8,Did Not Answer,Agree,"Question C: If there is a recession in the Eurozone, it will be essential to have a coordinated fiscal expansion.",
Antoinette Schoar,4,MIT,f,8,5,Uncertain,Disagree,Question A: The European Union goal of reaching net zero emissions of greenhouse gases by 2050 will be a major drag on economic growth.,
Antoinette Schoar,5,MIT,f,7,6,Disagree,Agree,Question B: Carbon taxes are a better way to implement climate policy than cap-and-trade.,Either can be effective depending on the enforcement environment and industry structure within a country.
Antoinette Schoar,6,MIT,f,8,5,Uncertain,Uncertain,Question C: A carbon border tax targeting imports from non-EU countries with less strict climate policies is likely to harm developing economies.,Short term: Increases costs and investments in less polluting technologies. Longer term: These countries are at risk from climate change
Antoinette Schoar,7,MIT,f,7,7,Disagree,Disagree,"Question A: Following the UK election result, the certainty that the country is going to leave the European Union will provide a substantial short-term boost to the UK economy.",
Antoinette Schoar,8,MIT,f,8,7,Strongly Agree,Agree,"Question B: Given that the transition period currently expires at the end of 2020, there is still a considerable risk that the UK will leave the European Union without a trade agreement.",
Antoinette Schoar,9,MIT,f,9,7,Strongly Agree,Agree,Question C: Leaving the European Union without a trade agreement would have a large negative impact on the UK economy.,
Antoinette Schoar,10,MIT,f,7,6,Agree,Uncertain,"Question A: Under current policies on climate change, the associated physical risks (such as those arising from total seasonal rainfall and sea level changes, and increased frequency, severity, and correlation of extreme weather events) will be at most a very small factor in monetary policy decisions over the next decade.",monetary policy is not a useful tool to tackle climate risks. We will need investment in science and regulation of emission standards etc
Antoinette Schoar,11,MIT,f,6,6,Uncertain,Uncertain,Question B: The physical risks associated with climate change under current policies are likely to threaten financial stability over the next decade.,"Climate change likely affects economic stability/welfare/politics.Financial (in)stability uncertain,depends on speed/predictability ofchange"
Antoinette Schoar,12,MIT,f,6,5,Uncertain,Uncertain,"Question A: Europeans would benefit more from an extra €1 billion of public R&D spent through existing (public) channels than from an extra €1 billion of private R&D spent through existing (private) channels, all else equal.",
Antoinette Schoar,13,MIT,f,5,5,Uncertain,Uncertain,"Question B: Europeans would benefit more from an extra €1 billion of public medical research spent through existing (public) channels than from an extra €1 billion of private medical research spent through existing (private) channels, all else equal.",
Antoinette Schoar,14,MIT,f,9,7,Agree,Agree,Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.,
Antoinette Schoar,15,MIT,f,9,7,Agree,Agree,Question B: Randomized control trials are a valuable tool for making significant progress in poverty reduction.,"Limits to the impact of RCTs arise if decisionmakers do not act on the information generated, macro distortions cannot be tested with RCTs."
Antoinette Schoar,16,MIT,f,9,7,Strongly Disagree,Uncertain,Question A: Having companies run to maximize shareholder value creates significant negative externalities for workers and communities.,
Antoinette Schoar,17,MIT,f,7,6,Uncertain,Uncertain,"Question B: Appropriately managed corporations could create significantly greater value than they currently do for a range of stakeholders – including workers, suppliers, customers and community members – with small impacts on shareholder value.",
Antoinette Schoar,18,MIT,f,10,6,Strongly Disagree,Disagree,"Question C:
Effective mechanisms for boards of directors to ensure that CEOs act in ways that balance the interests of all stakeholders would be straightforward to introduce.",
Antoinette Schoar,19,MIT,f,6,7,Agree,Agree,Question A: Rising inequality is straining the health of liberal democracy.,
Antoinette Schoar,20,MIT,f,6,7,Uncertain,Uncertain,Question B: Enacting more redistributive expenditures and policies would be likely to limit the rise of populism in Europe.,
Antoinette Schoar,21,MIT,f,6,7,Uncertain,Agree,"Question C: European governments should allocate more resources to policies that would be likely to limit the rise of populism in Europe, even if it means higher public debt or lower public spending in other areas.",
Antoinette Schoar,22,MIT,f,7,7,Agree,Uncertain,"Question A: At this point, there is little that the European Central Bank can do to increase or maintain output in the Eurozone.",
Antoinette Schoar,23,MIT,f,7,7,Uncertain,Agree,"Question B: When the economy is operating below its potential, larger fiscal deficits are likely to increase demand and output.",
Antoinette Schoar,24,MIT,f,7,7,Agree,Uncertain,"Question C: When the economy is operating below its potential and monetary policy is at the effective lower bound, fiscal policy should prioritize increasing output over decreasing public debt.","Answer depends on the type of government projects, some crowd out private sector activity others are net beneficial, needed infrastructure"
Antoinette Schoar,25,MIT,f,8,8,Agree,Agree,Question A: Selecting candidates for membership of the ECB Executive Board based primarily on nationality ahead of competence is likely to have a negative effect on the quality of monetary policy in the Eurozone.,competence and economic independence should be guiding assignment of officials.
