Name,Question,Qtext
Nicholas Bloom,CONF_35,"Question B: Although the central bank can never be an entirely technocratic institution, the selection process for the ECB President and members of the Executive Board is significantly worsened by intergovernmental trade-offs involving appointments to other European institutions."
Nicholas Bloom,CONF_36,"On bids for infrastructure projects, the average European would be better off if Europe’s governments favored European firms over Chinese firms (or firms from any other country with non-profit-related geopolitical strategies) — even if it means sometimes choosing a higher-cost bidder."
Nicholas Bloom,CONF_37,Question A: Breaking the “doom loop” — a negative spiral that can result when banks hold sovereign bonds and governments bail out banks — would increase the stability of European economies in the event of another financial crisis.
Nicholas Bloom,CONF_38,Question B: Regulators should try to break the doom loop by assigning positive risk weights — in calculating banks’ capital requirements — to banks’ holdings of domestic and other Eurozone sovereign bonds.
Nicholas Bloom,CONF_39,Question C: Breaking the doom loop would impose substantial costs on powerful political constituencies.
Nicholas Bloom,CONF_40,"Residents of big European cities would be better off, on balance, if governments did more to counter gentrification, for example by using rent and other housing subsidies, public housing investments, zoning regulations, or similar policies."
Nicholas Bloom,CONF_41,"Question A: A common European deposit insurance scheme, once fully implemented, would increase the stability of European economies in the event of another financial crisis."
Nicholas Bloom,CONF_42,"Question B: A common European deposit insurance scheme, once fully implemented, would increase the likelihood of another financial crisis in Europe."
Nicholas Bloom,CONF_43,"Question A: Overall, public spending on the arts in Europe creates benefits that exceed the deadweight loss caused by taxation to fund it."
Nicholas Bloom,CONF_44,Question B: Additional public spending on the arts in Europe would create incremental benefits that exceed the deadweight loss caused by taxation to fund it.
Nicholas Bloom,CONF_45,"Question A: The average European is better off if Europe’s competition authorities let firms merge into European champions in their sectors, even it weakens competition."
Nicholas Bloom,CONF_46,"Question B: If China and other countries use policies that create giant international firms, then the average European is better off if Europe's competition authorities let firms merge into European champions in their sectors, even it weakens competition."
Nicholas Bloom,CONF_47,Question A: Letting publicly traded European firms report earnings annually rather than quarterly would lead their executives to place more weight on long-term issues in their investments and other decisions.
Nicholas Bloom,CONF_48,"Question B: A switch from quarterly to annual earnings reports would, on net, benefit shareholders of European firms."
Nicholas Bloom,CONF_49,"Question A: To the extent that public corporations pursue social and environmental initiatives, they tend to achieve higher risk-adjusted (private) returns than otherwise similar corporations that pursue such initiatives less."
Nicholas Bloom,CONF_50,Question B: To the extent that Norway’s global government pension fund makes investments for social and environmental objectives — apart from investments that would bring the highest expected risk-adjusted returns — it improves the welfare of Norwegians.
Nicholas Bloom,CONF_51,Question A: The fiscal rules of the European Union should give more flexibility to member countries.
Nicholas Bloom,CONF_52,Question B: The Italian budget for 2019 that the European Commission rejected in October would have increased Italy’s risk of fiscal insolvency substantially.
Nicholas Bloom,CONF_53,"Question C: If France runs a 2019 budget deficit of around 3.4% of GDP, as announced by President Macron’s government, France’s risk of fiscal insolvency will increase substantially."
Nicholas Bloom,CONF_54,"Question A: Capping the number of ride-sharing drivers as is being discussed in New York City, Chicago and London will make the average resident in that city worse off."
Nicholas Bloom,CONF_55,"Question B:
To achieve a given level of congestion, it would be better to use taxes for driving that vary based on the level of congestion, rather than limiting the number of ride-sharing vehicles."
Nicholas Bloom,CONF_56,People who migrated to Europe between 2015 and 2018 are likely — over the next two decades — to contribute more in taxes paid than they receive in benefits and public services.
Nicholas Bloom,CONF_57,"Ideas are nonrival, so increasing returns to scale is an essential feature of technological change in a market economy."
Nicholas Bloom,CONF_58,Voters overestimate the effect that current governments have on their economies’ concurrent economic performance.
Nicholas Bloom,CONF_59,"Over the next decade, autonomous cars will raise average welfare in the EU by at least as much as smartphones have over the past decade."
Nicholas Bloom,CONF_60,"Britain’s Labour party recently proposed giving the Bank of England a target of 3% annual labor productivity growth. Consider the following statement:
Central banks cannot significantly increase productivity growth over a ten year horizon, except perhaps by promoting macroeconomic stability."
Nicholas Bloom,CONF_61,"Question A: The European Commission has proposed new rules to ensure that “digital business activities are taxed in a fair and growth-friendly way in the EU”. Consider two statements regarding this proposal:
An EU-wide 3% tax on revenue from digital activities would, on balance, be a good idea."
Nicholas Bloom,CONF_62,"Question B:
If the EU decides to tax digital service providers, it would be better — given the difficulties of measuring and verifying digital activity — to tax them on the revenue, rather than the profits, that they generate locally."
Nicholas Bloom,CONF_63,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Nicholas Bloom,CONF_64,"Question A: Trade with China makes most Europeans better off because, among other advantages, they can buy goods that are made or assembled more cheaply in China."
Nicholas Bloom,CONF_65,"Question B: Some Europeans who work in the production of competing goods, such as clothing and furniture, are made worse off by trade with China."
Nicholas Bloom,CONF_66,"Question C: If the EU followed the new US steel tariffs by imposing similar EU tariffs on steel from China, it would improve Europeans’ welfare."
Nicholas Bloom,CONF_67,"Question A: Assuming it exits its third bailout program this summer without an immediate restructuring or other debt relief, Greece is unlikely to default on its sovereign debt in the coming decade."
Nicholas Bloom,CONF_68,Question B: Greece would be better off if it had decided to exit the euro between 2011 and 2015.
Nicholas Bloom,CONF_69,"Question C: If Greece had defaulted on (or restructured) its private debt in 2010, while also staying within the euro, that combination would have been better for Greece than either exiting the euro or proceeding as it has actually done."
Nicholas Bloom,CONF_70,Question A: Bitcoins are more similar to gold than they are to currency.
Nicholas Bloom,CONF_71,Question B: Bitcoins are more similar to gold than they are to Dutch tulips in the 1630s.
Nicholas Bloom,CONF_72,"The US spends roughly 17% of GDP on healthcare, according to the OECD; most European countries spend less than 12% of GDP.

Higher quality-adjusted US healthcare prices contribute relatively more to the extra US spending than does the combination of higher quantity and quality of US care (interpreting quantity and quality to reflect both greater American healthcare needs due to underlying population health and the delivery of more or better healthcare services to Americans)."
Nicholas Bloom,CONF_73,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy."
Nicholas Bloom,CONF_74,"Question A: Holding other policies fixed, the average European would be better off if every European country taxed corporate profits at a rate of 20% (based as closely as possible on a common definition of profits)."
Nicholas Bloom,CONF_75,"Question B: If other policies were held fixed and every European country taxed corporate profits at a common rate of 20%, then reducing that common rate substantially below 20% would make the average European better off."
Nicholas Bloom,CONF_76,"Question A: All else equal, if corporations throughout Europe set quotas for a minimum number of women board members, the shareholder value of European companies would increase."
Nicholas Bloom,CONF_77,"Question B: Taking into account the likely effects on investments in human capital by men and women, setting quotas throughout Europe for a minimum number of women board members would generate substantial net benefits for Europeans."
Nicholas Bloom,CONF_78,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Nicholas Bloom,CONF_79,Question B: Germany’s solar-energy subsidies to date have produced net social benefits for Germany.
Nicholas Bloom,CONF_80,Question C: Solar-energy subsidies to date in Germany and other countries have produced net social benefits for the world.
Nicholas Bloom,CONF_81,"Insights from psychology about individual behavior – examples of which include limited rationality, low self-control, or a taste for fairness – predict several important types of observed market outcomes that fully-rational economic models do not."
Nicholas Bloom,CONF_82,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Nicholas Bloom,CONF_83,"Question A: Holding labor market institutions and job training fixed, rising use of robots and artificial intelligence is likely to increase substantially the number of workers in advanced countries who are unemployed for long periods."
Nicholas Bloom,CONF_84,Question B: Rising use of robots and artificial intelligence in advanced countries is likely to create benefits large enough that they could be used to compensate those workers who are substantially negatively affected for their lost wages.
Nicholas Bloom,CONF_85,"Question A: Consumers will be better off, on balance, if European cities treat firms that provide ride-sharing platforms (such as Uber) as substantively different from taxi firms, and thus not necessarily warranting the same regulation."
Nicholas Bloom,CONF_86,"Question B: Assuming that taxi and ride-sharing companies were treated as substantively similar — including requirements that they operate on an equal footing regarding safety, insurance and taxation — letting ride-sharing services compete without restrictions on prices or routes would raise consumer welfare."
Nicholas Bloom,CONF_87,"Question C: Regardless of how ride-sharing services are treated, existing regulations for traditional taxi firms in many European cities harm consumers by limiting competition."
Nicholas Bloom,CONF_88,"Question A: Revising France’s labor market policies — by reducing employment protection, decentralizing labor negotiations to the firm level, and making training programs more accessible and responsive to labor demands — would, all else equal, increase productivity in France’s economy."
Nicholas Bloom,CONF_89,Question B: Reducing employment protection would reduce the equilibrium unemployment rate in France.
Nicholas Bloom,CONF_90,Question A: The ECB's asset purchases over the past two years have reduced the threat of deflation in the euro area as a whole.
Nicholas Bloom,CONF_91,"Question B: If the economic outlook in the euro area becomes less favorable, then increasing the ECB's asset purchase program (in size or duration) would substantially increase the euro area's economic growth over the following five years."
Nicholas Bloom,CONF_92,"In general, absent any inside information, an equity investor can expect to do better by holding a well-diversified, low-fee, passive index fund than by holding a few stocks."
Nicholas Bloom,CONF_93,"Question A: Without changes in policy, a rising share of people who are over age 65 will exert a substantial downward influence on per capita real GDP in western European countries."
Nicholas Bloom,CONF_94,"Question B: In European countries where the share of those over 65 is rising, there are net social benefits to adjusting retirement ages for state-financed (including pay-as-you-go) pension systems upwards, so that revised retirement ages better reflect longer life expectancies."
Nicholas Bloom,CONF_95,"Question A: All else equal, there are substantial advantages to having much of Europe’s human capital and infrastructure for international financial activity clustered in a single city, as they are at present in London."
Nicholas Bloom,CONF_96,"Question B: All else equal, Britain’s rules on hiring, firing and working hours are significantly more conducive to financial activity than those in other large European countries."
Nicholas Bloom,CONF_97,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Nicholas Bloom,CONF_98,"Question B: If Italy were to inject public funds into its banks without imposing losses on at least some claimants, an important cost would be the effect on future incentives (economic or political) in Europe."
Nicholas Bloom,CONF_99,"On the whole, the shift from state to private ownership of many industrial assets in central and eastern European countries after communism has increased productivity in those countries."
Nicholas Bloom,CONF_100,Question A: Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.
Nicholas Bloom,CONF_101,Question B: Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.
Nicholas Bloom,CONF_102,Question A: Freer movement of goods and services across borders within Europe has made the average western European citizen better off since the 1980s.
Nicholas Bloom,CONF_103,Question B: Freer movement of goods and services across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.
Nicholas Bloom,CONF_104,"In general, using more congestion charges in crowded transportation networks — such as higher tolls during peak travel times in cities, and peak fees for airplane takeoff and landing slots — and using the proceeds to lower other taxes would make citizens on average better off."
Nicholas Bloom,CONF_105,Question A: Giving tax incentives to specific firms to locate operations in a country typically generates domestic benefits that outweigh the costs to the country providing the incentives.
Nicholas Bloom,CONF_106,Question B: Europe as a whole benefits when European cities or countries compete with each other by giving tax incentives to firms to locate operations in their jurisdictions.
Nicholas Bloom,CONF_107,"Question A: Because of the Brexit vote's outcome, the UK's real per-capita income level is likely to be lower a decade from now than it would have been otherwise."
Nicholas Bloom,CONF_108,"Question B: Because of the Brexit vote's outcome, the rest of the EU's real per-capita income level is likely to be lower a decade from now than it would have been otherwise."
Nicholas Bloom,CONF_109,
Nicholas Bloom,CONF_110,NA
Nicholas Bloom,CONF_111,NA
Nicholas Bloom,CONF_112,NA
Nicholas Bloom,CONF_113,NA
Nicholas Bloom,CONF_114,NA
Nicholas Bloom,CONF_115,NA
Nicholas Bloom,CONF_116,NA
Nicholas Bloom,CONF_117,NA
Nicholas Bloom,CONF_118,NA
Nicholas Bloom,CONF_119,NA
Nicholas Bloom,CONF_120,NA
Nicholas Bloom,CONF_121,NA
Nicholas Bloom,CONF_122,NA
Nicholas Bloom,CONF_123,NA
Nicholas Bloom,CONF_124,NA
Nicholas Bloom,CONF_125,NA
Nicholas Bloom,CONF_126,NA
Nicholas Bloom,CONF_127,NA
Nicholas Bloom,CONF_128,NA
Nicholas Bloom,CONF_129,NA
Nicholas Bloom,CONF_130,NA
Nicholas Bloom,CONF_131,NA
Nicholas Bloom,CONF_132,NA
Nicholas Bloom,CONF_133,NA
Nicholas Bloom,CONF_134,NA
Nicholas Bloom,CONF_135,NA
Nicholas Bloom,CONF_136,NA
Nicholas Bloom,CONF_137,NA
Nicholas Bloom,CONF_138,NA
Nicholas Bloom,CONF_139,NA
Nicholas Bloom,CONF_140,NA
Nicholas Bloom,CONF_141,NA
Nicholas Bloom,CONF_142,NA
Nicholas Bloom,CONF_143,NA
Nicholas Bloom,CONF_144,NA
Nicholas Bloom,CONF_145,NA
Nicholas Bloom,CONF_146,NA
Nicholas Bloom,CONF_147,NA
Nicholas Bloom,CONF_148,NA
Nicholas Bloom,CONF_149,NA
Nicholas Bloom,CONF_150,NA
Nicholas Bloom,CONF_151,NA
Nicholas Bloom,CONF_152,NA
Nicholas Bloom,CONF_153,NA
Nicholas Bloom,CONF_154,NA
Nicholas Bloom,CONF_155,NA
Nicholas Bloom,CONF_156,NA
Nicholas Bloom,CONF_157,NA
Nicholas Bloom,CONF_158,NA
Nicholas Bloom,CONF_159,NA
Nicholas Bloom,CONF_160,NA
Nicholas Bloom,CONF_161,NA
Nicholas Bloom,CONF_162,NA
Nicholas Bloom,CONF_163,NA
Nicholas Bloom,CONF_164,NA
Nicholas Bloom,CONF_165,NA
Nicholas Bloom,CONF_166,NA
Nicholas Bloom,CONF_167,NA
Nicholas Bloom,CONF_168,NA
Nicholas Bloom,CONF_169,NA
Nicholas Bloom,CONF_170,NA
Nicholas Bloom,CONF_171,NA
Nicholas Bloom,CONF_172,NA
Nicholas Bloom,CONF_173,NA
Nicholas Bloom,CONF_174,NA
Nicholas Bloom,CONF_175,NA
Nicholas Bloom,CONF_176,NA
Nicholas Bloom,CONF_177,NA
Nicholas Bloom,CONF_178,NA
Nicholas Bloom,CONF_179,NA
Nicholas Bloom,CONF_180,NA
Nicholas Bloom,CONF_181,NA
Nicholas Bloom,CONF_182,NA
Nicholas Bloom,CONF_183,NA
Nicholas Bloom,CONF_184,NA
Nicholas Bloom,CONF_185,NA
Nicholas Bloom,CONF_186,NA
Nicholas Bloom,CONF_187,NA
Nicholas Bloom,CONF_188,NA
Nicholas Bloom,CONF_189,NA
Nicholas Bloom,CONF_190,NA
Nicholas Bloom,CONF_191,NA
Nicholas Bloom,CONF_192,NA
Nicholas Bloom,CONF_193,NA
Nicholas Bloom,CONF_194,NA
Nicholas Bloom,CONF_195,NA
Nicholas Bloom,CONF_196,NA
Nicholas Bloom,CONF_197,NA
Nicholas Bloom,CONF_198,NA
Nicholas Bloom,CONF_199,NA
Nicholas Bloom,CONF_200,NA
Nicholas Bloom,CONF_201,NA
Nicholas Bloom,CONF_202,NA
Nicholas Bloom,CONF_203,NA
Nicholas Bloom,CONF_204,NA
Nicholas Bloom,CONF_205,NA
Nicholas Bloom,CONF_206,NA
Nicholas Bloom,CONF_207,NA
Nicholas Bloom,CONF_208,NA
Nicholas Bloom,CONF_209,NA
Nicholas Bloom,CONF_210,NA
Nicholas Bloom,CONF_211,NA
Nicholas Bloom,CONF_212,NA
Nicholas Bloom,CONF_213,NA
Nicholas Bloom,CONF_214,NA
Nicholas Bloom,CONF_215,NA
Nicholas Bloom,CONF_216,NA
Nicholas Bloom,CONF_217,NA
Nicholas Bloom,CONF_218,NA
Nicholas Bloom,CONF_219,NA
Nicholas Bloom,CONF_220,NA
Nicholas Bloom,CONF_221,NA
Nicholas Bloom,CONF_222,NA
Nicholas Bloom,CONF_223,NA
Nicholas Bloom,CONF_224,NA
Nicholas Bloom,CONF_225,NA
Nicholas Bloom,CONF_226,NA
Nicholas Bloom,CONF_227,NA
Nicholas Bloom,CONF_228,NA
Nicholas Bloom,CONF_229,NA
Nicholas Bloom,CONF_230,NA
Nicholas Bloom,CONF_231,NA
Nicholas Bloom,CONF_232,NA
Nicholas Bloom,CONF_233,NA
Nicholas Bloom,CONF_234,NA
Nicholas Bloom,CONF_235,NA
Nicholas Bloom,CONF_236,NA
Nicholas Bloom,CONF_237,NA
Nicholas Bloom,CONF_238,NA
Nicholas Bloom,CONF_239,NA
Nicholas Bloom,CONF_240,NA
Nicholas Bloom,CONF_241,NA
Nicholas Bloom,CONF_242,NA
Nicholas Bloom,CONF_243,NA
Nicholas Bloom,CONF_244,NA
Nicholas Bloom,CONF_245,NA
Nicholas Bloom,CONF_246,NA
Nicholas Bloom,CONF_247,NA
Nicholas Bloom,CONF_248,NA
Nicholas Bloom,CONF_249,NA
Nicholas Bloom,CONF_250,NA
Nicholas Bloom,CONF_251,NA
Nicholas Bloom,CONF_252,NA
Nicholas Bloom,CONF_253,NA
Nicholas Bloom,CONF_254,NA
Nicholas Bloom,CONF_255,NA
Nicholas Bloom,CONF_256,NA
Nicholas Bloom,CONF_257,NA
Nicholas Bloom,CONF_258,NA
Nicholas Bloom,CONF_259,NA
Nicholas Bloom,CONF_260,NA
Nicholas Bloom,CONF_261,NA
Nicholas Bloom,CONF_262,NA
Nicholas Bloom,CONF_263,NA
Nicholas Bloom,CONF_264,NA
Nicholas Bloom,CONF_265,NA
Nicholas Bloom,CONF_266,NA
Nicholas Bloom,CONF_267,NA
Nicholas Bloom,CONF_268,NA
Nicholas Bloom,CONF_269,NA
Nicholas Bloom,CONF_270,NA
Nicholas Bloom,CONF_271,NA
Nicholas Bloom,CONF_272,NA
Nicholas Bloom,CONF_273,NA
Nicholas Bloom,CONF_274,NA
Nicholas Bloom,CONF_275,NA
Nicholas Bloom,CONF_276,NA
Nicholas Bloom,CONF_277,NA
Nicholas Bloom,CONF_278,NA
Nicholas Bloom,CONF_279,NA
Nicholas Bloom,CONF_280,NA
Nicholas Bloom,CONF_281,NA
Nicholas Bloom,CONF_282,NA
Nicholas Bloom,CONF_283,NA
Nicholas Bloom,CONF_284,NA
Nicholas Bloom,CONF_285,NA
Nicholas Bloom,CONF_286,NA
Nicholas Bloom,CONF_287,NA
Nicholas Bloom,CONF_288,NA
Nicholas Bloom,CONF_289,NA
Nicholas Bloom,CONF_290,NA
Nicholas Bloom,CONF_291,NA
Nicholas Bloom,CONF_292,NA
Nicholas Bloom,CONF_293,NA
Nicholas Bloom,CONF_294,NA
Nicholas Bloom,CONF_295,NA
Nicholas Bloom,CONF_296,NA
Nicholas Bloom,CONF_297,NA
Nicholas Bloom,CONF_298,NA
Nicholas Bloom,CONF_299,NA
Nicholas Bloom,CONF_300,NA
Nicholas Bloom,CONF_301,NA
Nicholas Bloom,CONF_302,NA
Nicholas Bloom,CONF_303,NA
Nicholas Bloom,CONF_304,NA
Nicholas Bloom,CONF_305,NA
Nicholas Bloom,CONF_306,NA
Nicholas Bloom,CONF_307,NA
Nicholas Bloom,CONF_308,NA
Nicholas Bloom,CONF_309,NA
Nicholas Bloom,CONF_310,NA
Nicholas Bloom,CONF_311,NA
Nicholas Bloom,CONF_312,NA
Nicholas Bloom,CONF_313,NA
Nicholas Bloom,CONF_314,NA
Nicholas Bloom,CONF_315,NA
Nicholas Bloom,CONF_316,NA
Nicholas Bloom,CONF_317,NA
Nicholas Bloom,CONF_318,NA
Nicholas Bloom,CONF_319,NA
Nicholas Bloom,CONF_320,NA
Nicholas Bloom,CONF_321,NA
Nicholas Bloom,CONF_322,NA
Nicholas Bloom,CONF_323,NA
Nicholas Bloom,CONF_324,NA
Nicholas Bloom,CONF_325,NA
Nicholas Bloom,CONF_326,NA
Nicholas Bloom,CONF_327,NA
Nicholas Bloom,CONF_328,NA
Nicholas Bloom,CONF_329,NA
Nicholas Bloom,CONF_330,NA
Nicholas Bloom,CONF_331,NA
Nicholas Bloom,CONF_332,NA
Nicholas Bloom,CONF_333,NA
Nicholas Bloom,CONF_334,NA
Nicholas Bloom,CONF_335,NA
Nicholas Bloom,CONF_336,NA
Nicholas Bloom,CONF_337,NA
Nicholas Bloom,CONF_338,NA
Nicholas Bloom,CONF_339,NA
Nicholas Bloom,CONF_340,NA
Nicholas Bloom,CONF_341,NA
Nicholas Bloom,CONF_342,NA
Nicholas Bloom,CONF_343,NA
Nicholas Bloom,CONF_344,NA
Nicholas Bloom,CONF_345,NA
Nicholas Bloom,CONF_346,NA
Nicholas Bloom,CONF_347,NA
Nicholas Bloom,CONF_348,NA
Nicholas Bloom,CONF_349,NA
Nicholas Bloom,CONF_350,NA
Nicholas Bloom,CONF_351,NA
Nicholas Bloom,CONF_352,NA
Nicholas Bloom,CONF_353,NA
Nicholas Bloom,CONF_354,NA
Nicholas Bloom,CONF_355,NA
Nicholas Bloom,CONF_356,NA
Nicholas Bloom,CONF_357,NA
Nicholas Bloom,CONF_358,NA
Nicholas Bloom,CONF_359,NA
Nicholas Bloom,CONF_360,NA
Nicholas Bloom,CONF_361,NA
Nicholas Bloom,CONF_362,NA
Nicholas Bloom,CONF_363,NA
Nicholas Bloom,CONF_364,NA
Nicholas Bloom,CONF_365,NA
Nicholas Bloom,CONF_366,NA
Nicholas Bloom,CONF_367,NA
Nicholas Bloom,CONF_368,NA
Nicholas Bloom,CONF_369,NA
Nicholas Bloom,CONF_370,NA
Nicholas Bloom,CONF_371,NA
Nicholas Bloom,CONF_372,NA
Nicholas Bloom,CONF_373,NA
Nicholas Bloom,CONF_374,NA
Nicholas Bloom,CONF_375,NA
Nicholas Bloom,CONF_376,NA
Nicholas Bloom,CONF_377,NA
Nicholas Bloom,CONF_378,NA
Nicholas Bloom,CONF_379,NA
Nicholas Bloom,CONF_380,NA
Nicholas Bloom,CONF_381,NA
Nicholas Bloom,CONF_382,NA
Nicholas Bloom,CONF_383,NA
Nicholas Bloom,CONF_384,NA
Nicholas Bloom,CONF_385,NA
Nicholas Bloom,CONF_386,NA
Nicholas Bloom,CONF_387,NA
Nicholas Bloom,CONF_388,NA
Nicholas Bloom,CONF_389,NA
Nicholas Bloom,CONF_390,NA
Nicholas Bloom,CONF_391,NA
Nicholas Bloom,CONF_392,NA
Nicholas Bloom,CONF_393,NA
Nicholas Bloom,CONF_394,NA
Nicholas Bloom,CONF_395,NA
Nicholas Bloom,CONF_396,NA
Nicholas Bloom,CONF_397,NA
Nicholas Bloom,CONF_398,NA
Nicholas Bloom,CONF_399,NA
Nicholas Bloom,CONF_400,NA
Nicholas Bloom,CONF_401,NA
Nicholas Bloom,CONF_402,NA
Nicholas Bloom,CONF_403,NA
Nicholas Bloom,CONF_404,NA
Nicholas Bloom,CONF_405,NA
Nicholas Bloom,CONF_406,NA
Nicholas Bloom,CONF_407,NA
Nicholas Bloom,CONF_408,NA
Nicholas Bloom,CONF_409,NA
Nicholas Bloom,CONF_410,NA
Nicholas Bloom,CONF_411,NA
Nicholas Bloom,CONF_412,NA
Nicholas Bloom,CONF_413,NA
Nicholas Bloom,CONF_414,NA
Nicholas Bloom,CONF_415,NA
Nicholas Bloom,CONF_416,NA
Nicholas Bloom,CONF_417,NA
Nicholas Bloom,CONF_418,NA
Nicholas Bloom,CONF_419,NA
Nicholas Bloom,CONF_420,NA
Nicholas Bloom,CONF_421,NA
Nicholas Bloom,CONF_422,NA
Nicholas Bloom,CONF_423,NA
Nicholas Bloom,CONF_424,NA
Nicholas Bloom,CONF_425,NA
Nicholas Bloom,CONF_426,NA
Nicholas Bloom,CONF_427,NA
Nicholas Bloom,CONF_428,NA
Nicholas Bloom,CONF_429,NA
Nicholas Bloom,CONF_430,NA
Nicholas Bloom,CONF_431,NA
Nicholas Bloom,CONF_432,NA
Nicholas Bloom,CONF_433,NA
Nicholas Bloom,CONF_434,NA
Nicholas Bloom,CONF_435,NA
Nicholas Bloom,CONF_436,NA
Nicholas Bloom,CONF_437,NA
Nicholas Bloom,CONF_438,NA
